product_id,product_name,category,brand,cost_price,selling_price,price_flag_below_cost
59,Samsung Corporis Ele59,Electronics,Samsung,10787.06,14650.92,False
60,ITC Recusandae Gro60,Groceries,ITC,22671.0,28889.82,False
61,Prestige Deserunt Hom61,Home & Kitchen,Prestige,15404.95,21778.2,False
62,Tata Eveniet Gro62,Groceries,Tata,1075.01,1478.93,False
63,Mamaearth Neque Bea63,Beauty,Mamaearth,6667.45,10640.98,False
64,Prestige Aperiam Hom64,Home & Kitchen,Prestige,23722.32,31413.82,False
65,Allen Solly Enim Fas65,Fashion,Allen Solly,20296.08,24070.82,False
66,Levis Omnis Fas66,Fashion,Levis,13476.12,16115.52,False
67,Tata Neque Gro67,Groceries,Tata,23354.12,38490.59,False
68,LOreal Quibusdam Bea68,Beauty,LOreal,16465.85,27753.73,False
69,Nike Aut Spo69,Sports,Nike,16205.62,28842.99,False
70,Allen Solly Corporis Fas70,Fashion,Allen Solly,17863.25,31279.05,False
71,HarperCollins Vero Boo71,Books,HarperCollins,12952.44,15880.88,False
72,Scholastic Quo Boo72,Books,Scholastic,13228.03,16303.11,False
73,H&M Nulla Fas73,Fashion,H&M,14832.71,21709.46,False
74,Apple Deleniti Ele74,Electronics,Apple,15583.26,18022.52,False
75,Amul Est Gro75,Groceries,Amul,4911.27,7216.45,False
76,Penguin Error Boo76,Books,Penguin,23765.06,33255.54,False
77,Lakme Esse Bea77,Beauty,Lakme,10638.08,17175.74,False
78,Samsung Maxime Ele78,Electronics,Samsung,15114.63,20318.63,False
79,IKEA Consequatur Hom79,Home & Kitchen,IKEA,10299.87,13302.33,False
80,Puma Amet Fas80,Fashion,Puma,24152.24,29825.9,False
81,Decathlon Facere Spo81,Sports,Decathlon,9327.33,10883.09,False
82,HarperCollins Accusamus Boo82,Books,HarperCollins,5583.4,9253.4,False
83,ITC Repudiandae Gro83,Groceries,ITC,5069.32,6093.53,False
84,Allen Solly Nemo Fas84,Fashion,Allen Solly,11887.61,13747.78,False
85,Amul Cumque Gro85,Groceries,Amul,2164.92,3626.15,False
86,Amul Hic Gro86,Groceries,Amul,19298.26,33672.38,False
87,Dell Temporibus Ele87,Electronics,Dell,21370.16,34065.41,False
88,Puma Repudiandae Fas88,Fashion,Puma,1355.7,2248.91,False
89,HarperCollins Odio Boo89,Books,HarperCollins,21145.49,35300.35,False
90,Nivea Eos Bea90,Beauty,Nivea,12736.55,16575.17,False
91,Philips Consectetur Hom91,Home & Kitchen,Philips,21140.98,34304.53,False
92,Yonex Laboriosam Spo92,Sports,Yonex,24519.99,30679.42,False
93,Penguin Ex Boo93,Books,Penguin,5680.33,7314.38,False
94,LOreal Similique Bea94,Beauty,LOreal,19823.87,25205.85,False
95,Nivea Cumque Bea95,Beauty,Nivea,1713.16,3082.09,False
96,LOreal Consectetur Bea96,Beauty,LOreal,669.19,1132.88,False
97,Penguin Explicabo Boo97,Books,Penguin,9165.9,15554.99,False
98,LOreal Sapiente Bea98,Beauty,LOreal,13887.78,24110.02,False
99,Allen Solly Quidem Fas99,Fashion,Allen Solly,23158.52,26769.25,False
100,Adidas Suscipit Spo100,Sports,Adidas,1931.53,2535.58,False
101,Tata Excepturi Gro101,Groceries,Tata,16749.42,28932.56,False
102,Prestige Aperiam Hom102,Home & Kitchen,Prestige,11525.55,17801.59,False
103,Lakme Pariatur Bea103,Beauty,Lakme,4753.07,7952.97,False
104,Samsung Voluptas Ele104,Electronics,Samsung,24184.84,32034.98,False
105,H&M Harum Fas105,Fashion,H&M,12395.91,14949.16,False
106,HarperCollins Quis Boo106,Books,HarperCollins,14000.46,20676.01,False
107,Philips Doloremque Hom107,Home & Kitchen,Philips,3653.69,5251.61,False
108,OnePlus Unde Ele108,Electronics,OnePlus,8385.91,12488.21,False
109,Scholastic Voluptatem Boo109,Books,Scholastic,14662.08,16942.36,False
110,Prestige Ab Hom110,Home & Kitchen,Prestige,19037.1,30715.59,False
111,Nestle Porro Gro111,Groceries,Nestle,9188.85,10883.35,False
112,Yonex Esse Spo112,Sports,Yonex,18885.57,33443.77,False
113,Sony Neque Ele113,Electronics,Sony,6041.78,8218.58,False
114,Lakme Iure Bea114,Beauty,Lakme,4636.13,7070.14,False
115,Penguin Consequuntur Boo115,Books,Penguin,3913.29,5406.31,False
116,Adidas Commodi Spo116,Sports,Adidas,17440.47,26406.19,False
117,Dell Provident Ele117,Electronics,Dell,9692.24,13793.63,False
118,Levis Reprehenderit Fas118,Fashion,Levis,14074.67,16239.52,False
119,Yonex Eum Spo119,Sports,Yonex,2008.82,3460.83,False
120,Nivea Repellat Bea120,Beauty,Nivea,1993.08,3207.71,False
121,Decathlon Hic Spo121,Sports,Decathlon,23004.95,30503.28,False
122,Allen Solly A Fas122,Fashion,Allen Solly,9293.76,14124.65,False
123,Decathlon Nobis Spo123,Sports,Decathlon,22048.64,38854.97,False
124,Tata Voluptatem Gro124,Groceries,Tata,18502.1,22319.14,False
125,H&M Laudantium Fas125,Fashion,H&M,16745.4,23723.16,False
126,Sony Magnam Ele126,Electronics,Sony,11793.99,13939.86,False
127,Tata Odio Gro127,Groceries,Tata,4817.0,8014.69,False
128,Adidas Quos Spo128,Sports,Adidas,11376.27,15313.37,False
129,Scholastic Voluptatem Boo129,Books,Scholastic,9631.28,16424.8,False
130,Mamaearth Doloremque Bea130,Beauty,Mamaearth,18737.53,24864.8,False
131,Decathlon Alias Spo131,Sports,Decathlon,2981.67,3917.31,False
132,Penguin Consequatur Boo132,Books,Penguin,23022.87,35179.7,False
133,Milton Sunt Hom133,Home & Kitchen,Milton,13360.33,20543.59,False
134,Tata Rem Gro134,Groceries,Tata,9182.41,15377.04,False
135,Penguin Adipisci Boo135,Books,Penguin,13105.99,16066.45,False
136,Milton Vel Hom136,Home & Kitchen,Milton,3270.17,4901.85,False
137,LOreal Harum Bea137,Beauty,LOreal,23417.43,31623.57,False
138,Tata Earum Gro138,Groceries,Tata,21745.05,35806.75,False
139,Scholastic Doloribus Boo139,Books,Scholastic,6232.92,7315.09,False
140,Nivea Dolore Bea140,Beauty,Nivea,2591.09,4206.69,False
141,Philips Eveniet Hom141,Home & Kitchen,Philips,5031.76,7000.82,False
142,Puma Aperiam Fas142,Fashion,Puma,12567.39,20378.71,False
143,LOreal Dolorum Bea143,Beauty,LOreal,2875.12,4065.82,False
144,LOreal Eius Bea144,Beauty,LOreal,12152.57,18247.54,False
145,Puma Eos Fas145,Fashion,Puma,20468.1,25822.37,False
146,Amul Eius Gro146,Groceries,Amul,20205.39,32336.12,False
147,Dell Delectus Ele147,Electronics,Dell,13918.98,22335.69,False
148,Mamaearth Impedit Bea148,Beauty,Mamaearth,10329.84,12808.57,False
149,Nivea Officia Bea149,Beauty,Nivea,16660.84,24841.93,False
150,Nike Assumenda Spo150,Sports,Nike,16002.4,21918.47,False
151,Scholastic Ut Boo151,Books,Scholastic,22676.32,34735.37,False
152,HarperCollins Odio Boo152,Books,HarperCollins,2180.79,3145.51,False
153,LOreal Et Bea153,Beauty,LOreal,18921.08,31526.07,False
154,Lakme Sit Bea154,Beauty,Lakme,12390.2,21454.7,False
155,ITC Deleniti Gro155,Groceries,ITC,6728.33,9533.3,False
156,Yonex Aliquid Spo156,Sports,Yonex,22469.99,38930.76,False
157,Penguin Cumque Boo157,Books,Penguin,17158.53,29312.56,False
158,Amul Enim Gro158,Groceries,Amul,2264.89,3878.05,False
159,Philips Maiores Hom159,Home & Kitchen,Philips,8049.47,10189.95,False
160,Nivea Sunt Bea160,Beauty,Nivea,6022.28,8561.75,False
161,Nestle In Gro161,Groceries,Nestle,6317.24,8581.14,False
162,Scholastic Vitae Boo162,Books,Scholastic,3417.71,4588.33,False
163,OnePlus Non Ele163,Electronics,OnePlus,14328.48,20592.96,False
164,Penguin Dolor Boo164,Books,Penguin,8700.63,14227.22,False
165,Scholastic Voluptas Boo165,Books,Scholastic,22343.07,36685.38,False
166,Amul At Gro166,Groceries,Amul,8333.42,13615.87,False
167,Prestige Dolore Hom167,Home & Kitchen,Prestige,3841.91,4743.63,False
168,HarperCollins Pariatur Boo168,Books,HarperCollins,8673.39,14527.98,False
169,Sony Minus Ele169,Electronics,Sony,6196.39,7380.61,False
170,ITC Ab Gro170,Groceries,ITC,3336.15,5698.76,False
171,Mamaearth Dolores Bea171,Beauty,Mamaearth,15862.89,20853.05,False
172,HarperCollins Minima Boo172,Books,HarperCollins,13904.63,20758.59,False
173,Nike Aliquid Spo173,Sports,Nike,16403.13,21349.85,False
174,Apple Quibusdam Ele174,Electronics,Apple,21616.85,29206.3,False
175,Levis Doloribus Fas175,Fashion,Levis,17368.58,20155.91,False
176,Adidas Vitae Spo176,Sports,Adidas,9347.8,12886.98,False
177,Nestle Nihil Gro177,Groceries,Nestle,13609.94,16294.89,False
178,Nestle Corrupti Gro178,Groceries,Nestle,19763.78,25526.06,False
179,Milton Blanditiis Hom179,Home & Kitchen,Milton,16942.09,28328.66,False
180,Puma Dolore Fas180,Fashion,Puma,14068.83,22954.34,False
181,LOreal Error Bea181,Beauty,LOreal,16563.41,22875.63,False
182,Yonex Aut Spo182,Sports,Yonex,20231.02,27141.04,False
183,H&M Dolor Fas183,Fashion,H&M,14301.76,23376.35,False
184,Milton Nesciunt Hom184,Home & Kitchen,Milton,9504.95,12801.26,False
185,H&M Corrupti Fas185,Fashion,H&M,11510.68,19357.24,False
186,Penguin Nostrum Boo186,Books,Penguin,23251.55,34977.4,False
187,Scholastic Eum Boo187,Books,Scholastic,16553.58,28755.68,False
188,Scholastic Voluptates Boo188,Books,Scholastic,2508.74,3263.5,False
189,Nestle Doloremque Gro189,Groceries,Nestle,17737.06,29894.64,False
190,ITC Fugiat Gro190,Groceries,ITC,21432.87,30430.81,False
191,Amul Quasi Gro191,Groceries,Amul,2279.03,3269.4,False
192,Amul Quos Gro192,Groceries,Amul,5806.83,7776.96,False
193,Nike Veritatis Spo193,Sports,Nike,19318.08,23164.17,False
194,IKEA Quia Hom194,Home & Kitchen,IKEA,20698.15,29556.65,False
195,Levis Rerum Fas195,Fashion,Levis,14921.8,18029.62,False
196,Sony Reprehenderit Ele196,Electronics,Sony,8467.11,10230.86,False
197,Puma Iure Fas197,Fashion,Puma,24040.52,40261.14,False
198,Nestle Odio Gro198,Groceries,Nestle,11517.84,14919.54,False
199,HarperCollins Dolore Boo199,Books,HarperCollins,23339.7,32068.46,False
200,Levis Saepe Fas200,Fashion,Levis,4066.56,6165.14,False
201,Lakme Quibusdam Bea201,Beauty,Lakme,23597.16,27195.48,False
202,Adidas Ut Spo202,Sports,Adidas,5991.21,10544.48,False
203,Lakme Reiciendis Bea203,Beauty,Lakme,4318.59,5284.26,False
204,Amul Esse Gro204,Groceries,Amul,14276.17,24415.08,False
205,Milton Occaecati Hom205,Home & Kitchen,Milton,11953.89,21474.77,False
206,Samsung Nisi Ele206,Electronics,Samsung,16995.33,20362.93,False
207,Tata Doloribus Gro207,Groceries,Tata,24821.16,35125.2,False
208,Yonex Similique Spo208,Sports,Yonex,7220.69,10922.17,False
209,Milton Numquam Hom209,Home & Kitchen,Milton,7642.47,9218.33,False
210,OnePlus Hic Ele210,Electronics,OnePlus,85.64,123.51,False
211,Decathlon Ipsam Spo211,Sports,Decathlon,20929.74,31855.17,False
212,Mamaearth Facilis Bea212,Beauty,Mamaearth,24980.22,33384.82,False
213,Dell Sequi Ele213,Electronics,Dell,7047.35,8836.23,False
214,IKEA Error Hom214,Home & Kitchen,IKEA,4143.39,5532.96,False
215,Nestle Adipisci Gro215,Groceries,Nestle,19831.36,34481.62,False
216,Nestle Eius Gro216,Groceries,Nestle,24378.42,31716.04,False
217,Zara Necessitatibus Fas217,Fashion,Zara,22038.37,30046.36,False
218,Levis Impedit Fas218,Fashion,Levis,2865.37,4915.59,False
219,Scholastic Minus Boo219,Books,Scholastic,15920.84,20013.69,False
220,Dell Quidem Ele220,Electronics,Dell,10774.29,14402.18,False
221,Tata Omnis Gro221,Groceries,Tata,18433.02,26630.56,False
222,Tata Consectetur Gro222,Groceries,Tata,24732.53,29322.5,False
223,LOreal Repellendus Bea223,Beauty,LOreal,8907.63,13033.96,False
224,Zara Cum Fas224,Fashion,Zara,12603.18,17081.82,False
225,Puma Voluptate Fas225,Fashion,Puma,18244.54,31354.8,False
226,Nestle Debitis Gro226,Groceries,Nestle,23471.05,39274.36,False
227,Adidas Asperiores Spo227,Sports,Adidas,21271.98,32075.05,False
228,Prestige Eum Hom228,Home & Kitchen,Prestige,20655.91,27829.24,False
229,Sony Voluptates Ele229,Electronics,Sony,9992.05,13549.15,False
230,Allen Solly Quibusdam Fas230,Fashion,Allen Solly,11711.31,15641.94,False
231,Prestige Culpa Hom231,Home & Kitchen,Prestige,24042.21,32537.5,False
232,Milton Ratione Hom232,Home & Kitchen,Milton,2496.21,3725.42,False
233,Nivea Perferendis Bea233,Beauty,Nivea,1474.62,1801.77,False
234,Milton Nam Hom234,Home & Kitchen,Milton,5523.77,8019.56,False
235,Zara Totam Fas235,Fashion,Zara,10859.61,18133.37,False
236,H&M Repellendus Fas236,Fashion,H&M,18499.89,26401.32,False
237,Philips Deleniti Hom237,Home & Kitchen,Philips,8375.92,11355.27,False
238,ITC Asperiores Gro238,Groceries,ITC,19361.18,22920.68,False
239,Nivea Quas Bea239,Beauty,Nivea,369.9,616.66,False
240,Allen Solly Ducimus Fas240,Fashion,Allen Solly,11954.8,14765.05,False
241,Mamaearth Quidem Bea241,Beauty,Mamaearth,5927.37,10409.22,False
242,Apple Eveniet Ele242,Electronics,Apple,21494.6,34635.54,False
243,Decathlon Debitis Spo243,Sports,Decathlon,12081.52,17979.84,False
244,Amul Excepturi Gro244,Groceries,Amul,24382.35,43345.74,False
245,Scholastic Architecto Boo245,Books,Scholastic,5420.96,9092.13,False
246,Tata Quaerat Gro246,Groceries,Tata,4971.2,6406.88,False
247,Prestige Sequi Hom247,Home & Kitchen,Prestige,16918.52,23910.11,False
248,Sony Quisquam Ele248,Electronics,Sony,23292.03,28133.43,False
249,Allen Solly Aut Fas249,Fashion,Allen Solly,12812.56,22384.04,False
250,Nivea Excepturi Bea250,Beauty,Nivea,22607.64,28298.98,False
251,Scholastic Quidem Boo251,Books,Scholastic,9197.61,14278.64,False
252,Yonex Quod Spo252,Sports,Yonex,4026.9,7164.72,False
253,Nike Blanditiis Spo253,Sports,Nike,22873.0,28786.07,False
254,Adidas Labore Spo254,Sports,Adidas,3072.83,3704.34,False
255,ITC Qui Gro255,Groceries,ITC,22740.62,29013.74,False
256,Sony Quidem Ele256,Electronics,Sony,10436.31,15046.59,False
257,Philips Consectetur Hom257,Home & Kitchen,Philips,14995.33,17943.83,False
258,Puma Facilis Fas258,Fashion,Puma,5707.63,10019.57,False
259,Decathlon Facilis Spo259,Sports,Decathlon,22714.83,37657.53,False
260,Lakme Iusto Bea260,Beauty,Lakme,534.06,727.69,False
261,Levis Quo Fas261,Fashion,Levis,15717.57,20886.66,False
262,Yonex Deleniti Spo262,Sports,Yonex,22744.19,35527.07,False
263,Nivea Dolorum Bea263,Beauty,Nivea,1844.07,3210.26,False
264,IKEA Aperiam Hom264,Home & Kitchen,IKEA,23946.28,28747.82,False
265,ITC Nobis Gro265,Groceries,ITC,13332.39,17961.22,False
266,Yonex Porro Spo266,Sports,Yonex,9851.33,12479.4,False
267,Milton Enim Hom267,Home & Kitchen,Milton,14472.9,25655.92,False
268,Amul Deserunt Gro268,Groceries,Amul,12601.66,15171.07,False
269,Allen Solly Est Fas269,Fashion,Allen Solly,15519.03,21278.84,False
270,HarperCollins Voluptatem Boo270,Books,HarperCollins,21405.33,30664.01,False
271,Decathlon Tempora Spo271,Sports,Decathlon,4861.35,6194.42,False
272,Scholastic Commodi Boo272,Books,Scholastic,19230.67,25435.1,False
273,Milton Quas Hom273,Home & Kitchen,Milton,19192.47,24639.81,False
274,Scholastic Dignissimos Boo274,Books,Scholastic,8076.07,11731.03,False
275,Mamaearth Soluta Bea275,Beauty,Mamaearth,23582.74,41402.46,False
276,Nestle Numquam Gro276,Groceries,Nestle,5211.45,7206.61,False
277,Nestle Aut Gro277,Groceries,Nestle,3777.51,5596.34,False
278,Puma Nisi Fas278,Fashion,Puma,11541.53,20030.26,False
279,Levis Tempora Fas279,Fashion,Levis,23253.63,32539.24,False
280,Nike Quisquam Spo280,Sports,Nike,12318.86,21343.08,False
281,OnePlus Beatae Ele281,Electronics,OnePlus,20177.36,23251.92,False
282,Prestige Iste Hom282,Home & Kitchen,Prestige,8035.49,11443.77,False
283,Zara Officia Fas283,Fashion,Zara,5781.42,7398.61,False
284,Apple Doloremque Ele284,Electronics,Apple,992.72,1556.77,False
285,Levis Vero Fas285,Fashion,Levis,6599.63,7814.13,False
286,Philips Harum Hom286,Home & Kitchen,Philips,5812.93,9714.82,False
287,Adidas Labore Spo287,Sports,Adidas,21294.66,31175.23,False
288,Samsung Aliquam Ele288,Electronics,Samsung,10430.96,18625.57,False
289,Zara Aliquid Fas289,Fashion,Zara,5054.09,6519.69,False
290,Nestle Accusamus Gro290,Groceries,Nestle,7332.09,9255.24,False
291,Nestle Alias Gro291,Groceries,Nestle,9515.17,16575.83,False
292,Samsung Vel Ele292,Electronics,Samsung,15402.93,21837.74,False
293,Sony Voluptas Ele293,Electronics,Sony,23363.55,27604.08,False
294,IKEA Alias Hom294,Home & Kitchen,IKEA,5296.39,8039.01,False
295,Dell Aliquam Ele295,Electronics,Dell,15408.04,18115.42,False
296,Allen Solly Blanditiis Fas296,Fashion,Allen Solly,10105.82,15885.84,False
297,Adidas Iste Spo297,Sports,Adidas,17466.86,27331.98,False
298,Penguin Doloremque Boo298,Books,Penguin,8048.05,9744.48,False
299,Milton Tempore Hom299,Home & Kitchen,Milton,10706.46,13208.46,False
300,IKEA Reprehenderit Hom300,Home & Kitchen,IKEA,23693.21,34565.1,False
301,LOreal Beatae Bea301,Beauty,LOreal,7965.62,13128.12,False
302,Allen Solly Blanditiis Fas302,Fashion,Allen Solly,12473.82,16858.64,False
303,Amul Voluptas Gro303,Groceries,Amul,20308.6,34801.81,False
304,LOreal Eaque Bea304,Beauty,LOreal,16841.55,19881.9,False
305,HarperCollins Perspiciatis Boo305,Books,HarperCollins,14179.76,23341.89,False
306,HarperCollins Consequuntur Boo306,Books,HarperCollins,3455.75,4487.76,False
307,HarperCollins Nulla Boo307,Books,HarperCollins,22068.25,25667.12,False
308,Zara Quidem Fas308,Fashion,Zara,18830.54,27454.04,False
309,Levis Tenetur Fas309,Fashion,Levis,11196.97,12928.16,False
310,Amul Minima Gro310,Groceries,Amul,20493.99,28361.35,False
311,Milton Aspernatur Hom311,Home & Kitchen,Milton,13542.1,21535.26,False
312,Zara Suscipit Fas312,Fashion,Zara,17580.61,31142.06,False
313,Adidas Sed Spo313,Sports,Adidas,13306.93,18760.35,False
314,Amul Alias Gro314,Groceries,Amul,23844.91,37373.84,False
315,Scholastic Distinctio Boo315,Books,Scholastic,7488.85,9227.77,False
316,Tata Libero Gro316,Groceries,Tata,21071.73,29193.15,False
317,Penguin Ipsam Boo317,Books,Penguin,16528.72,24066.32,False
318,Zara Modi Fas318,Fashion,Zara,5013.3,7725.98,False
319,H&M Veniam Fas319,Fashion,H&M,1564.04,2218.86,False
320,Adidas Cum Spo320,Sports,Adidas,13688.04,19620.85,False
321,Tata Quae Gro321,Groceries,Tata,18729.37,31618.01,False
322,HarperCollins Tenetur Boo322,Books,HarperCollins,19292.51,22673.11,False
323,Nike Illum Spo323,Sports,Nike,4893.51,7334.37,False
324,OnePlus Illum Ele324,Electronics,OnePlus,23373.81,39565.36,False
325,Penguin Facilis Boo325,Books,Penguin,21071.24,28384.76,False
326,Dell Dolore Ele326,Electronics,Dell,10764.73,15673.0,False
327,Allen Solly Blanditiis Fas327,Fashion,Allen Solly,3976.42,4653.18,False
328,IKEA Quisquam Hom328,Home & Kitchen,IKEA,23675.23,30930.82,False
329,H&M Dignissimos Fas329,Fashion,H&M,6036.73,7269.41,False
330,Scholastic Sapiente Boo330,Books,Scholastic,23216.27,35447.28,False
331,Mamaearth Velit Bea331,Beauty,Mamaearth,16692.57,29087.22,False
332,Dell Repellat Ele332,Electronics,Dell,8673.22,13478.01,False
333,Allen Solly Quis Fas333,Fashion,Allen Solly,1018.05,1294.35,False
334,Nivea Perferendis Bea334,Beauty,Nivea,20789.58,34269.53,False
335,HarperCollins Illo Boo335,Books,HarperCollins,8798.54,12273.32,False
336,H&M Porro Fas336,Fashion,H&M,13362.18,15368.6,False
337,IKEA Quasi Hom337,Home & Kitchen,IKEA,6069.05,7800.86,False
338,Mamaearth Autem Bea338,Beauty,Mamaearth,6299.55,10544.43,False
339,Milton Distinctio Hom339,Home & Kitchen,Milton,7027.86,8956.93,False
340,Decathlon Doloribus Spo340,Sports,Decathlon,12631.37,21633.36,False
341,Lakme Illo Bea341,Beauty,Lakme,6071.68,7292.38,False
342,Lakme Provident Bea342,Beauty,Lakme,8942.3,14629.37,False
343,Tata Soluta Gro343,Groceries,Tata,13789.73,23179.37,False
344,Philips Animi Hom344,Home & Kitchen,Philips,23991.82,39951.91,False
345,Nike Ipsam Spo345,Sports,Nike,15114.89,22229.05,False
346,Yonex Modi Spo346,Sports,Yonex,1049.72,1878.8,False
347,Lakme Optio Bea347,Beauty,Lakme,9617.85,12012.2,False
348,Penguin Animi Boo348,Books,Penguin,16684.39,22270.11,False
349,Nivea Quae Bea349,Beauty,Nivea,14665.17,22458.23,False
350,Adidas Nostrum Spo350,Sports,Adidas,11170.96,18917.76,False
351,HarperCollins Omnis Boo351,Books,HarperCollins,6660.93,9602.47,False
352,OnePlus Alias Ele352,Electronics,OnePlus,13465.42,21293.62,False
353,Zara Aperiam Fas353,Fashion,Zara,19610.1,27584.05,False
354,Lakme Sapiente Bea354,Beauty,Lakme,16168.87,20177.09,False
355,Allen Solly Architecto Fas355,Fashion,Allen Solly,23319.57,32623.8,False
356,Amul A Gro356,Groceries,Amul,18251.56,21230.61,False
357,Adidas Ut Spo357,Sports,Adidas,5169.42,7581.49,False
358,Tata Facilis Gro358,Groceries,Tata,21962.4,32783.62,False
359,Philips Exercitationem Hom359,Home & Kitchen,Philips,23250.27,34049.28,False
360,H&M Minus Fas360,Fashion,H&M,12286.7,15086.05,False
361,Adidas Laborum Spo361,Sports,Adidas,20076.27,26310.5,False
362,HarperCollins Tempora Boo362,Books,HarperCollins,22495.33,39187.67,False
363,Zara Laboriosam Fas363,Fashion,Zara,23585.59,35098.89,False
364,HarperCollins Commodi Boo364,Books,HarperCollins,16943.49,28059.02,False
365,Nestle Magni Gro365,Groceries,Nestle,3318.81,5113.03,False
366,Scholastic Quas Boo366,Books,Scholastic,905.73,1334.52,False
367,Sony Harum Ele367,Electronics,Sony,3913.32,4965.61,False
368,Puma Quia Fas368,Fashion,Puma,9157.94,13105.78,False
369,Adidas Distinctio Spo369,Sports,Adidas,15598.15,18692.49,False
370,H&M Necessitatibus Fas370,Fashion,H&M,12617.11,16007.41,False
371,Milton Minus Hom371,Home & Kitchen,Milton,14370.68,22480.24,False
372,Penguin Recusandae Boo372,Books,Penguin,13939.9,22720.53,False
373,Amul Cupiditate Gro373,Groceries,Amul,8423.45,13876.11,False
374,Milton Ex Hom374,Home & Kitchen,Milton,10847.54,15888.61,False
375,IKEA Neque Hom375,Home & Kitchen,IKEA,16220.15,18846.73,False
376,OnePlus Distinctio Ele376,Electronics,OnePlus,16367.16,25403.15,False
