order_item_id,order_id,product_id,quantity,unit_price
353,164,578,1,3912.69
354,164,692,2,19116.4
355,165,344,2,39951.91
356,165,205,1,21474.77
357,165,370,2,16007.41
358,165,246,2,6406.88
359,166,796,1,36520.2
360,166,515,2,16751.92
361,166,392,1,26371.17
362,167,293,1,27604.08
363,167,379,2,21259.58
364,168,314,1,37373.84
365,168,521,1,18644.95
366,168,90,2,16575.17
367,169,590,2,25681.93
368,169,391,1,23997.9
369,170,14,2,8796.43
370,171,603,2,5755.3
371,171,122,1,14124.65
372,171,273,1,24639.81
373,171,186,1,34977.4
374,172,426,1,20723.18
375,173,58,1,37820.55
376,173,464,3,19284.52
377,173,581,2,3168.29
378,173,423,1,8325.84
379,174,703,2,18991.19
380,174,749,1,8933.76
381,174,125,1,23723.16
382,174,508,1,9733.31
383,175,458,1,37227.69
384,175,95,1,3082.09
385,175,571,1,19345.91
386,176,444,2,4487.21
387,177,667,1,29894.3
388,177,696,2,3491.26
389,177,511,1,43455.26
390,177,50,3,29364.67
391,178,760,1,17677.81
392,178,152,2,3145.51
393,179,410,1,11448.51
394,179,699,2,116.86
395,180,286,1,9714.82
396,181,450,2,12386.24
397,182,532,1,22529.67
398,182,675,1,3936.37
399,182,47,2,10345.1
400,182,38,3,1712.86
401,183,328,2,30930.82
402,184,309,3,12928.16
403,184,233,1,1801.77
404,184,588,1,37614.98
405,185,36,1,11188.55
406,186,360,1,15086.05
407,186,727,2,1006.23
408,187,191,2,3269.4
409,187,590,1,25681.93
410,187,744,1,16757.87
411,187,647,1,36909.85
412,188,700,1,3491.06
413,188,219,1,20013.69
414,188,241,3,10409.22
415,188,152,3,3145.51
416,189,623,1,23641.52
417,189,179,1,28328.66
418,189,2,2,15424.76
419,190,434,2,15882.06
420,191,407,1,17228.5
421,191,94,2,25205.85
422,192,510,2,6992.54
423,192,124,1,22319.14
424,192,783,1,18690.31
425,193,128,2,15313.37
426,193,160,1,8561.75
427,194,574,1,16220.3
428,194,648,2,18876.3
429,194,188,3,3263.5
430,194,724,3,25470.0
431,195,490,1,3060.44
432,195,206,2,20362.93
433,196,708,1,6387.76
434,197,773,2,2023.89
435,198,687,1,22830.97
436,198,759,3,26532.02
437,198,580,3,25861.54
438,199,415,2,21062.36
439,199,59,1,14650.92
440,200,51,3,16948.17
441,200,399,2,21089.85
442,200,249,1,22384.04
443,200,651,1,12751.05
444,201,701,1,29401.8
445,201,504,1,25488.29
446,202,235,1,18133.37
447,202,573,1,10671.48
448,203,676,1,25284.62
449,204,59,2,14650.92
450,204,521,1,18644.95
451,204,294,2,8039.01
452,204,680,3,37229.1
453,205,749,2,8933.76
454,205,284,1,1556.77
455,206,179,3,28328.66
456,207,275,3,41402.46
457,207,74,1,18022.52
458,207,80,1,29825.9
459,207,580,2,25861.54
460,208,385,1,7851.97
461,208,607,2,33356.22
462,208,217,2,30046.36
463,208,606,2,25625.63
464,209,141,1,7000.82
465,210,16,2,11249.93
466,210,73,1,21709.46
467,210,638,1,9957.62
468,210,668,3,29170.28
469,211,586,1,14175.84
470,212,581,2,3168.29
471,212,663,1,1565.02
472,212,465,2,24218.86
473,213,437,2,16015.28
474,214,789,2,15910.88
475,214,190,3,30430.81
476,214,136,2,4901.85
477,215,544,2,13904.13
478,215,548,3,10420.67
479,215,637,2,10870.4
480,216,213,3,8836.23
481,216,647,3,36909.85
482,216,702,1,19997.49
483,216,586,1,14175.84
484,217,337,1,7800.86
485,217,317,1,24066.32
486,218,128,1,15313.37
487,219,361,1,26310.5
488,220,577,2,25126.21
489,220,656,1,16498.64
490,221,431,2,5472.09
491,222,682,2,11482.83
492,222,781,2,25947.96
493,222,446,1,26250.48
494,223,430,1,30535.12
495,224,264,1,28747.82
496,225,323,1,7334.37
497,225,716,2,9908.73
498,226,437,2,16015.28
499,226,632,2,33231.76
500,226,191,1,3269.4
501,227,713,1,18546.36
502,227,390,1,22539.93
503,227,229,1,13549.15
504,228,184,1,12801.26
505,229,474,2,5527.51
506,230,322,2,22673.11
507,231,358,2,32783.62
508,231,289,3,6519.69
509,232,300,1,34565.1
510,232,764,1,435.48
511,233,406,2,24371.41
512,234,249,1,22384.04
513,234,723,2,13355.69
514,234,265,2,17961.22
515,235,18,3,22764.43
516,235,539,3,10777.33
517,236,608,1,33476.02
518,237,489,3,10554.52
519,237,741,2,11228.02
520,237,224,3,17081.82
521,237,590,2,25681.93
522,238,107,1,5251.61
523,239,178,1,25526.06
524,239,118,2,16239.52
525,239,491,1,1623.48
526,239,780,1,20915.26
527,240,727,2,1006.23
528,240,423,2,8325.84
529,240,380,1,13739.64
530,240,345,1,22229.05
531,241,285,2,7814.13
532,241,581,1,3168.29
533,242,229,1,13549.15
534,242,581,1,3168.29
535,242,56,3,35478.79
536,243,209,3,9218.33
537,244,542,2,3540.63
538,244,724,2,25470.0
539,245,483,1,4674.37
540,245,3,2,9768.29
541,245,569,2,32300.65
542,245,441,1,22870.84
543,246,194,3,29556.65
544,246,266,1,12479.4
545,247,229,2,13549.15
546,248,188,2,3263.5
547,248,196,1,10230.86
548,249,469,1,18710.6
549,249,300,1,34565.1
550,250,238,2,22920.68
551,250,680,3,37229.1
552,251,29,3,30039.75
553,251,34,1,8807.6
554,251,566,3,32913.19
555,252,52,1,4777.14
556,252,157,3,29312.56
557,252,670,3,19779.45
558,253,270,1,30664.01
559,253,193,1,23164.17
560,254,550,1,1083.09
561,255,625,2,21269.95
562,255,288,1,18625.57
563,255,433,1,11460.95
564,256,137,2,31623.57
565,257,17,1,21319.44
566,258,11,1,19599.01
567,259,480,1,7250.29
568,259,452,3,23722.46
569,260,449,2,1803.37
570,261,256,1,15046.59
571,261,767,1,10374.18
572,262,178,1,25526.06
573,263,175,1,20155.91
574,263,241,1,10409.22
575,264,304,2,19881.9
576,264,470,3,18533.15
577,264,70,1,31279.05
578,265,136,1,4901.85
579,265,300,2,34565.1
580,265,54,3,21179.45
581,265,383,2,356.96
582,266,488,3,36073.49
583,267,424,2,32221.91
584,267,109,2,16942.36
585,268,656,1,16498.64
586,268,555,2,13725.91
587,269,348,2,22270.11
588,270,42,1,28177.26
589,270,599,2,8339.39
590,270,705,2,17877.58
591,271,758,1,12212.66
592,271,151,3,34735.37
593,271,254,1,3704.34
594,271,498,2,9269.07
595,272,87,1,34065.41
596,273,242,3,34635.54
597,274,629,2,31405.2
598,274,52,1,4777.14
599,274,686,2,22831.83
600,274,76,1,33255.54
601,275,602,2,14264.35
602,276,326,1,15673.0
603,276,753,2,20429.1
604,276,783,1,18690.31
605,277,767,1,10374.18
606,277,261,1,20886.66
607,278,370,1,16007.41
608,279,386,3,986.22
609,280,200,3,6165.14
610,281,302,2,16858.64
611,281,310,1,28361.35
612,282,595,1,13784.64
613,282,339,2,8956.93
614,282,13,1,2424.94
615,283,387,1,31308.74
616,283,785,1,2066.66
617,283,520,2,3685.1
618,283,701,1,29401.8
619,284,719,2,8520.69
620,284,187,3,28755.68
621,284,407,3,17228.5
622,285,275,1,41402.46
623,286,164,1,14227.22
624,287,409,1,41592.91
625,288,138,1,35806.75
626,288,29,2,30039.75
627,288,670,3,19779.45
628,289,331,2,29087.22
629,290,324,3,39565.36
630,290,776,3,7439.51
631,291,475,3,7735.77
632,292,741,1,11228.02
633,292,304,1,19881.9
634,292,681,2,16605.3
635,293,639,1,31758.22
636,293,527,3,10252.25
637,294,742,1,34397.31
638,295,588,1,37614.98
639,295,548,3,10420.67
640,296,97,1,15554.99
641,297,116,1,26406.19
642,297,729,2,16921.36
643,297,382,2,10290.52
644,297,552,2,8661.83
645,298,107,2,5251.61
646,299,551,1,6888.11
647,299,60,1,28889.82
648,299,399,1,21089.85
649,300,515,3,16751.92
650,300,510,2,6992.54
651,300,453,2,35632.7
652,301,398,2,10295.61
653,301,654,3,14509.17
654,301,412,1,12060.83
655,301,289,3,6519.69
656,302,223,1,13033.96
657,303,149,1,24841.93
658,303,184,1,12801.26
659,304,47,1,10345.1
660,305,116,1,26406.19
661,306,630,1,5350.53
662,306,458,2,37227.69
663,307,540,2,18274.77
664,307,99,3,26769.25
665,307,668,1,29170.28
666,307,165,1,36685.38
667,308,433,1,11460.95
668,308,420,3,3598.43
669,309,202,1,10544.48
670,309,766,2,6713.42
671,310,4,1,27466.85
672,311,277,1,5596.34
673,312,706,2,7055.86
674,312,166,1,13615.87
675,312,428,3,20554.54
676,313,408,3,23451.49
677,313,547,2,26289.91
678,314,182,2,27141.04
679,315,220,2,14402.18
680,316,647,2,36909.85
681,317,254,2,3704.34
682,318,195,1,18029.62
683,319,624,2,100.77
684,319,157,2,29312.56
685,319,102,3,17801.59
686,319,690,1,3285.09
687,320,746,2,32300.47
688,320,65,1,24070.82
689,320,542,3,3540.63
690,321,98,1,24110.02
691,321,667,2,29894.3
692,322,552,1,8661.83
693,322,536,1,29842.76
694,322,103,1,7952.97
695,322,670,2,19779.45
696,323,472,2,29290.58
697,324,659,3,3150.42
698,324,253,1,28786.07
699,324,555,1,13725.91
700,325,155,1,9533.3
701,325,719,3,8520.69
702,325,401,2,33754.19
703,325,386,2,986.22
704,326,142,1,20378.71
705,327,608,1,33476.02
706,327,580,1,25861.54
707,327,167,1,4743.63
708,328,10,1,40969.2
709,328,783,1,18690.31
710,328,456,2,28622.11
711,328,756,2,30617.35
712,329,147,2,22335.69
713,329,784,2,11310.56
714,330,588,2,37614.98
715,330,634,2,25241.92
716,331,469,3,18710.6
717,331,315,2,9227.77
718,331,703,1,18991.19
719,332,78,1,20318.63
720,332,522,2,17806.83
721,333,249,2,22384.04
722,333,296,2,15885.84
723,334,596,2,22069.88
724,334,550,1,1083.09
725,334,547,2,26289.91
726,334,110,2,30715.59
727,335,620,1,325.54
728,336,176,1,12886.98
729,336,122,1,14124.65
730,337,410,2,11448.51
731,337,297,2,27331.98
732,338,259,1,37657.53
733,338,368,1,13105.78
734,338,533,1,2696.93
735,339,43,3,35889.34
736,339,338,2,10544.43
737,339,495,2,2228.93
738,339,313,1,18760.35
739,340,109,1,16942.36
740,340,567,1,21018.55
741,340,356,1,21230.61
742,340,426,2,20723.18
743,341,48,3,31801.34
744,342,798,3,33914.28
745,342,611,1,7040.06
746,342,365,1,5113.03
747,343,268,1,15171.07
748,343,786,2,5506.35
749,343,579,2,12851.99
750,344,515,2,16751.92
751,345,659,1,3150.42
752,345,36,1,11188.55
753,346,126,1,13939.86
754,346,49,1,32736.74
755,346,237,1,11355.27
756,346,278,1,20030.26
757,347,281,1,23251.92
758,347,682,2,11482.83
759,348,40,1,7157.62
760,348,387,1,31308.74
761,349,447,1,33760.2
762,349,490,2,3060.44
763,349,141,1,7000.82
764,350,340,1,21633.36
765,351,265,2,17961.22
766,352,296,1,15885.84
767,352,702,2,19997.49
768,352,334,1,34269.53
769,353,238,2,22920.68
770,354,141,1,7000.82
771,355,719,2,8520.69
772,356,675,1,3936.37
773,357,147,1,22335.69
774,357,649,2,14624.71
775,357,475,1,7735.77
776,357,507,2,31143.12
777,358,570,3,14711.46
778,358,329,3,7269.41
779,359,599,3,8339.39
780,360,321,2,31618.01
781,360,104,1,32034.98
782,360,416,2,31130.12
783,360,119,1,3460.83
784,361,345,1,22229.05
785,362,95,2,3082.09
786,362,265,1,17961.22
787,362,459,1,11587.61
788,363,366,1,1334.52
789,364,122,2,14124.65
790,364,365,1,5113.03
791,365,618,1,13839.3
792,365,209,1,9218.33
793,366,128,2,15313.37
794,367,705,1,17877.58
795,368,526,2,4306.88
796,369,70,2,31279.05
797,369,362,2,39187.67
798,369,179,2,28328.66
799,370,446,3,26250.48
800,370,189,1,29894.64
801,370,324,1,39565.36
802,371,419,3,15537.81
803,371,335,1,12273.32
804,372,52,2,4777.14
805,372,104,1,32034.98
806,372,525,1,23420.29
807,373,391,1,23997.9
808,373,509,3,18697.33
809,374,408,1,23451.49
810,374,603,1,5755.3
811,374,67,1,38490.59
812,375,441,2,22870.84
813,375,269,2,21278.84
814,375,350,2,18917.76
815,375,54,2,21179.45
816,376,610,2,22763.14
817,376,568,1,24035.34
818,376,349,2,22458.23
819,377,726,3,15023.59
820,377,349,1,22458.23
821,377,168,2,14527.98
822,377,98,2,24110.02
823,378,667,1,29894.3
824,379,630,1,5350.53
825,379,742,2,34397.31
826,379,469,1,18710.6
827,379,597,2,21137.91
828,380,585,1,24610.76
829,380,357,2,7581.49
830,380,773,3,2023.89
831,380,533,1,2696.93
832,381,452,3,23722.46
833,382,307,2,25667.12
834,383,15,2,17444.89
835,383,337,2,7800.86
836,384,273,1,24639.81
837,385,536,1,29842.76
838,385,108,1,12488.21
839,386,350,2,18917.76
840,386,771,1,22932.36
841,386,445,1,39881.7
842,387,82,2,9253.4
843,387,282,1,11443.77
844,387,345,1,22229.05
845,388,456,2,28622.11
846,389,574,2,16220.3
847,390,92,3,30679.42
848,390,644,1,6352.5
849,391,476,3,18205.98
850,391,767,1,10374.18
851,391,13,1,2424.94
852,391,788,1,31236.16
853,392,247,1,23910.11
854,392,599,1,8339.39
855,392,82,2,9253.4
856,393,662,1,18732.88
857,394,44,1,1984.72
858,394,588,3,37614.98
859,395,735,1,3569.31
860,395,126,1,13939.86
861,395,44,1,1984.72
862,396,212,1,33384.82
863,396,411,1,18826.42
864,397,144,1,18247.54
865,397,451,1,26318.56
866,398,215,1,34481.62
867,399,642,1,34837.83
868,400,649,2,14624.71
869,400,299,3,13208.46
870,401,385,2,7851.97
871,401,246,2,6406.88
872,402,104,2,32034.98
873,403,44,2,1984.72
874,403,676,1,25284.62
875,403,138,2,35806.75
876,404,558,2,19265.52
877,405,256,1,15046.59
878,405,303,2,34801.81
879,406,722,3,33361.16
880,407,714,3,15844.28
881,407,473,1,16918.47
882,407,332,1,13478.01
883,408,44,1,1984.72
884,408,383,1,356.96
885,409,220,1,14402.18
886,409,9,1,1499.24
887,410,522,1,17806.83
888,411,542,2,3540.63
889,412,23,2,22467.84
890,413,412,3,12060.83
891,413,267,3,25655.92
892,414,550,2,1083.09
893,414,782,2,11178.47
894,414,285,2,7814.13
895,415,243,3,17979.84
896,415,786,2,5506.35
897,415,337,1,7800.86
898,415,551,2,6888.11
899,416,658,2,2307.45
900,417,776,2,7439.51
901,418,605,2,4972.09
902,419,482,3,14301.48
903,419,454,1,4544.12
904,419,668,2,29170.28
905,420,780,2,20915.26
906,420,487,1,23104.78
907,421,620,1,325.54
908,422,653,1,15408.69
909,422,430,2,30535.12
910,422,24,1,975.71
911,423,41,1,16873.53
912,424,36,1,11188.55
913,424,742,2,34397.31
914,424,669,2,32962.34
915,425,68,1,27753.73
916,425,21,3,31304.07
917,426,221,1,26630.56
918,426,164,1,14227.22
919,426,278,2,20030.26
920,427,732,1,7766.13
921,427,631,1,6106.29
922,428,558,1,19265.52
923,428,477,2,40255.58
924,429,262,2,35527.07
925,429,589,1,750.03
926,430,306,1,4487.76
927,430,148,1,12808.57
928,431,103,2,7952.97
929,431,111,2,10883.35
930,432,539,1,10777.33
931,432,442,3,40865.1
932,433,153,2,31526.07
933,434,798,1,33914.28
934,435,401,2,33754.19
935,436,557,1,19962.41
936,436,598,1,2653.9
937,437,31,1,17024.91
938,437,62,2,1478.93
939,438,13,1,2424.94
940,438,27,2,10666.32
941,438,473,2,16918.47
942,439,176,1,12886.98
943,439,165,1,36685.38
944,440,762,2,4411.72
945,441,191,1,3269.4
946,442,793,1,26149.94
947,442,287,2,31175.23
948,442,762,1,4411.72
949,442,418,2,20892.0
950,443,466,1,6763.82
951,444,231,1,32537.5
952,445,96,3,1132.88
953,446,220,2,14402.18
954,447,748,1,7167.11
955,447,18,3,22764.43
956,447,598,2,2653.9
957,447,279,2,32539.24
958,448,188,1,3263.5
959,448,431,1,5472.09
960,448,657,1,12313.87
961,448,641,1,13148.39
962,449,477,2,40255.58
963,449,618,1,13839.3
964,449,308,3,27454.04
965,449,738,1,6664.82
966,450,360,1,15086.05
967,450,115,1,5406.31
968,450,392,1,26371.17
969,451,596,2,22069.88
970,451,94,2,25205.85
971,451,175,2,20155.91
972,452,570,2,14711.46
973,452,439,3,9947.2
974,453,61,2,21778.2
975,453,10,2,40969.2
976,454,524,3,37381.17
977,455,586,1,14175.84
978,456,308,1,27454.04
979,456,45,2,13684.16
980,457,748,1,7167.11
981,457,641,1,13148.39
982,457,131,1,3917.31
983,458,277,1,5596.34
984,458,460,2,12148.42
985,459,421,2,40927.19
986,459,327,1,4653.18
987,459,281,1,23251.92
988,460,762,3,4411.72
989,461,2,1,15424.76
990,461,214,1,5532.96
991,462,386,3,986.22
992,462,255,3,29013.74
993,462,299,2,13208.46
994,463,4,2,27466.85
995,464,122,1,14124.65
996,464,416,1,31130.12
997,465,643,3,32682.69
998,465,156,2,38930.76
999,465,241,1,10409.22
1000,465,143,2,4065.82
1001,466,633,2,21144.5
1002,466,46,3,39054.71
1003,466,398,1,10295.61
1004,466,10,1,40969.2
1005,467,398,1,10295.61
1006,467,251,1,14278.64
1007,468,256,2,15046.59
1008,469,99,2,26769.25
1009,470,569,3,32300.65
1010,470,662,1,18732.88
1011,470,379,1,21259.58
1012,471,194,3,29556.65
1013,472,332,1,13478.01
1014,473,330,2,35447.28
1015,473,385,2,7851.97
1016,474,280,1,21343.08
1017,474,415,3,21062.36
1018,474,443,1,30965.4
1019,474,453,1,35632.7
1020,475,739,2,3761.73
1021,475,17,1,21319.44
1022,475,143,3,4065.82
1023,475,724,2,25470.0
1024,476,611,1,7040.06
1025,476,786,1,5506.35
1026,477,355,2,32623.8
1027,477,513,1,25471.19
1028,477,72,3,16303.11
1029,478,653,2,15408.69
1030,478,198,1,14919.54
1031,479,9,1,1499.24
1032,480,143,1,4065.82
1033,480,565,1,13107.83
1034,480,719,2,8520.69
1035,481,647,1,36909.85
1036,482,408,2,23451.49
1037,482,118,2,16239.52
1038,482,33,1,29509.56
1039,482,63,1,10640.98
1040,483,56,1,35478.79
1041,484,470,1,18533.15
1042,485,582,3,8494.9
1043,486,129,1,16424.8
1044,487,754,2,2508.63
1045,487,440,1,5770.88
1046,488,48,1,31801.34
1047,488,313,2,18760.35
1048,488,671,2,33311.53
1049,488,182,1,27141.04
1050,489,110,2,30715.59
1051,490,512,3,8539.58
1052,490,737,3,7517.92
1053,491,266,1,12479.4
1054,492,420,1,3598.43
1055,492,548,1,10420.67
1056,493,685,2,1493.81
1057,493,188,2,3263.5
1058,494,721,1,14312.15
1059,494,397,3,14373.01
1060,495,637,2,10870.4
1061,496,639,2,31758.22
1062,496,301,2,13128.12
1063,497,371,1,22480.24
1064,498,311,2,21535.26
1065,498,513,1,25471.19
1066,498,580,1,25861.54
1067,499,215,1,34481.62
1068,499,315,1,9227.77
1069,500,89,1,35300.35
